NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_IES;NO_CURSO;CO_CURSO;NO_CINE_ROTULO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;NO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;NO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;NO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_SIT_TRANCADA;QT_SIT_DESVINCULADO;QT_SIT_TRANSFERIDO;QT_SIT_FALECIDO;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;ANO;CO_CINE_ROTULO2;IN_COMUNITARIA;IN_CONFESSIONAL;QT_ING_RVPPI;QT_ING_RVQUILO;QT_ING_RVREFU;QT_ING_RVPOVT;QT_ING_RVIDOSO;QT_ING_RVINTERN;QT_ING_RVMEDAL;QT_ING_RVTRANS;QT_MAT_RVPPI;QT_MAT_RVQUILO;QT_MAT_RVREFU;QT_MAT_RVPOVT;QT_MAT_RVIDOSO;QT_MAT_RVINTERN;QT_MAT_RVMEDAL;QT_MAT_RVTRANS;QT_CONC_RVPPI;QT_CONC_RVQUILO;QT_CONC_RVREFU;QT_CONC_RVPOVT;QT_CONC_RVIDOSO;QT_CONC_RVINTERN;QT_CONC_RVMEDAL;QT_CONC_RVTRANS
2015;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Estatística;12833;Estatística;"""0542E01""";5;Ciências naturais, matemática e estatística;54;Matemática e estatística;542;Estatística;1.0;1;1;1;1.0;76.0;76.0;0.0;0.0;40.0;0.0;36.0;0.0;42.0;42.0;0.0;0.0;34.0;0.0;8.0;0.0;13.0;4.0;9.0;13.0;0.0;9.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;8.0;1.0;1.0;1.0;1.0;0.0;0.0;6.0;0.0;7.0;0.0;0.0;0.0;72.0;30.0;42.0;72.0;0.0;1.0;44.0;10.0;7.0;4.0;5.0;1.0;0.0;38.0;4.0;27.0;2.0;0.0;1.0;8.0;4.0;4.0;8.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;2.0;0.0;0.0;0.0;13.0;0.0;72.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;10.0;4.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;29.0;0.0;0.0;3.0;10.0;0.0;20.0;29.0;23.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;14.0;1.0;14.0;1.0;15.0;1.0;15.0;5.0;0.0;0.0;0.0;0.0;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Física;12810;Física;"""0533F01""";5;Ciências naturais, matemática e estatística;53;Ciências físicas;533;Física;1.0;1;1;1;1.0;101.0;101.0;0.0;0.0;60.0;0.0;41.0;0.0;93.0;93.0;0.0;0.0;79.0;0.0;14.0;0.0;54.0;14.0;40.0;54.0;0.0;48.0;48.0;48.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;45.0;6.0;1.0;1.0;1.0;0.0;0.0;27.0;2.0;24.0;0.0;0.0;1.0;149.0;40.0;109.0;149.0;0.0;0.0;123.0;18.0;4.0;1.0;2.0;1.0;0.0;76.0;9.0;57.0;0.0;1.0;6.0;10.0;1.0;9.0;10.0;0.0;0.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;5.0;0.0;0.0;0.0;54.0;0.0;149.0;0.0;10.0;0.0;5.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;5.0;0.0;0.0;3.0;25.0;4.0;6.0;0.0;3.0;12.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;65.0;3.0;0.0;20.0;34.0;0.0;40.0;77.0;32.0;2.0;0.0;8.0;0.0;0.0;0.0;0.0;30.0;9.0;26.0;2.0;38.0;3.0;37.0;4.0;0.0;0.0;0.0;0.0;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Física;1112889;Física formação de professor;"""0114F02""";1;Educação;11;Educação;114;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;1.0;70.0;0.0;70.0;0.0;40.0;0.0;30.0;0.0;88.0;0.0;88.0;0.0;66.0;0.0;22.0;0.0;26.0;8.0;18.0;0.0;26.0;21.0;21.0;21.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12.0;4.0;5.0;2.0;3.0;0.0;0.0;11.0;4.0;10.0;1.0;0.0;0.0;92.0;20.0;72.0;0.0;92.0;0.0;39.0;26.0;14.0;5.0;8.0;0.0;0.0;37.0;13.0;39.0;2.0;0.0;1.0;9.0;3.0;6.0;0.0;9.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;5.0;1.0;0.0;0.0;26.0;0.0;92.0;0.0;9.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;3.0;0.0;1.0;0.0;18.0;3.0;3.0;0.0;1.0;11.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;44.0;0.0;0.0;12.0;14.0;0.0;18.0;40.0;34.0;3.0;0.0;6.0;0.0;0.0;0.0;0.0;5.0;1.0;5.0;1.0;13.0;1.0;12.0;2.0;0.0;0.0;0.0;0.0;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Matemática;12806;Matemática formação de professor;"""0114M01""";1;Educação;11;Educação;114;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;1.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;12.0;12.0;0.0;0.0;0.0;0.0;12.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;15.0;5.0;10.0;15.0;0.0;0.0;4.0;10.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;5.0;1.0;0.0;0.0;6.0;2.0;4.0;6.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;15.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;2.0;0.0;0.0;12.0;3.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Matemática;312806;Matemática;"""0541M01""";5;Ciências naturais, matemática e estatística;54;Matemática e estatística;541;Matemática;1.0;1;1;1;1.0;16.0;16.0;0.0;0.0;0.0;0.0;16.0;0.0;20.0;20.0;0.0;0.0;0.0;0.0;20.0;0.0;8.0;2.0;6.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0;19.0;6.0;13.0;19.0;0.0;0.0;7.0;10.0;0.0;1.0;1.0;0.0;0.0;7.0;4.0;8.0;0.0;0.0;0.0;3.0;1.0;2.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;0.0;19.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;8.0;0.0;3.0;13.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Química;12835;Química;"""0531Q01""";5;Ciências naturais, matemática e estatística;53;Ciências físicas;531;Química;1.0;1;1;1;1.0;47.0;47.0;0.0;0.0;40.0;0.0;7.0;0.0;46.0;46.0;0.0;0.0;39.0;0.0;7.0;0.0;43.0;25.0;18.0;43.0;0.0;39.0;39.0;39.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;40.0;0.0;2.0;0.0;0.0;0.0;0.0;23.0;4.0;16.0;0.0;0.0;0.0;152.0;101.0;51.0;152.0;0.0;1.0;132.0;16.0;2.0;0.0;1.0;0.0;0.0;79.0;13.0;54.0;0.0;0.0;6.0;23.0;18.0;5.0;23.0;0.0;0.0;15.0;8.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;5.0;0.0;0.0;4.0;43.0;0.0;152.0;0.0;23.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;6.0;3.0;0.0;4.0;5.0;48.0;7.0;9.0;0.0;6.0;26.0;5.0;0.0;0.0;0.0;0.0;5.0;1.0;68.0;1.0;0.0;19.0;24.0;0.0;56.0;56.0;40.0;5.0;1.0;17.0;0.0;0.0;0.0;0.0;50.0;13.0;47.0;4.0;36.0;3.0;33.0;7.0;2.0;0.0;2.0;0.0;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Química;1112909;Química formação de professor;"""0114Q01""";1;Educação;11;Educação;114;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;1.0;30.0;30.0;0.0;0.0;16.0;0.0;14.0;0.0;41.0;41.0;0.0;0.0;31.0;0.0;10.0;0.0;13.0;6.0;7.0;13.0;0.0;8.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;8.0;2.0;1.0;1.0;0.0;1.0;0.0;4.0;3.0;6.0;0.0;0.0;0.0;40.0;22.0;18.0;40.0;0.0;0.0;23.0;14.0;1.0;1.0;0.0;1.0;0.0;16.0;6.0;17.0;0.0;0.0;1.0;3.0;1.0;2.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;13.0;0.0;39.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;2.0;11.0;1.0;2.0;0.0;0.0;8.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;23.0;1.0;0.0;6.0;7.0;0.0;9.0;20.0;11.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;2.0;6.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Estatística;12833;Estatística;"""0542E01""";5;Ciências naturais, matemática e estatística;54;Matemática e estatística;542;Estatística;1.0;1;1;1;1.0;104.0;104.0;0.0;0.0;40.0;0.0;64.0;0.0;38.0;38.0;0.0;0.0;26.0;0.0;12.0;0.0;18.0;6.0;12.0;18.0;0.0;15.0;15.0;15.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;13.0;0.0;1.0;2.0;1.0;1.0;0.0;9.0;0.0;8.0;1.0;0.0;0.0;78.0;30.0;48.0;78.0;0.0;0.0;45.0;10.0;9.0;5.0;6.0;3.0;0.0;39.0;3.0;32.0;3.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;78.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;12.0;5.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;5.0;13.0;0.0;23.0;40.0;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;0.0;17.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Física;12810;Física;"""0533F01""";5;Ciências naturais, matemática e estatística;53;Ciências físicas;533;Física;1.0;1;1;1;1.0;70.0;70.0;0.0;0.0;60.0;0.0;10.0;0.0;124.0;124.0;0.0;0.0;114.0;0.0;10.0;0.0;48.0;11.0;37.0;48.0;0.0;41.0;41.0;41.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;38.0;0.0;2.0;0.0;5.0;1.0;0.0;29.0;2.0;16.0;0.0;1.0;0.0;168.0;43.0;125.0;168.0;0.0;1.0;137.0;16.0;4.0;3.0;6.0;1.0;0.0;89.0;10.0;61.0;0.0;2.0;6.0;11.0;1.0;10.0;11.0;0.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;1.0;3.0;0.0;0.0;0.0;47.0;1.0;167.0;1.0;11.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;1.0;0.0;3.0;3.0;27.0;4.0;5.0;0.0;6.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;14.0;2.0;0.0;14.0;34.0;0.0;41.0;107.0;20.0;4.0;3.0;4.0;0.0;0.0;0.0;0.0;36.0;7.0;33.0;3.0;28.0;1.0;27.0;5.0;0.0;0.0;0.0;0.0;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Física;1112889;Física formação de professor;"""0114F02""";1;Educação;11;Educação;114;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;1.0;128.0;0.0;128.0;0.0;60.0;0.0;68.0;0.0;144.0;0.0;144.0;0.0;114.0;0.0;30.0;0.0;36.0;4.0;32.0;0.0;36.0;31.0;31.0;31.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;22.0;5.0;3.0;3.0;2.0;0.0;0.0;20.0;3.0;12.0;0.0;1.0;0.0;100.0;14.0;86.0;0.0;100.0;1.0;39.0;30.0;15.0;5.0;10.0;0.0;0.0;52.0;11.0;36.0;0.0;0.0;1.0;3.0;1.0;2.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;35.0;1.0;100.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.0;0.0;4.0;4.0;21.0;2.0;2.0;0.0;5.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;1.0;0.0;15.0;21.0;0.0;18.0;54.0;28.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;9.0;7.0;9.0;0.0;7.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Matemática;12806;Matemática formação de professor;"""0114M01""";1;Educação;11;Educação;114;Formação de professores em áreas específicas (exceto Letras);2.0;1;1;1;1.0;15.0;15.0;0.0;0.0;0.0;0.0;15.0;0.0;20.0;20.0;0.0;0.0;0.0;0.0;20.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;4.0;7.0;11.0;0.0;0.0;3.0;7.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;4.0;1.0;0.0;1.0;6.0;3.0;3.0;6.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;11.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;3.0;6.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Sudeste;3.0;Espírito Santo;ES;32.0;Vitória;3205309.0;1.0;1;1;1;1.0;573;Matemática;312806;Matemática;"""0541M01""";5;Ciências naturais, matemática e estatística;54;Matemática e estatística;541;Matemática;1.0;1;1;1;1.0;20.0;20.0;0.0;0.0;0.0;0.0;20.0;0.0;58.0;58.0;0.0;0.0;0.0;0.0;58.0;0.0;3.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;11.0;3.0;8.0;11.0;0.0;0.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;3.0;0.0;0.0;1.0;4.0;1.0;3.0;4.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;11.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;3.0;0.0;0.0;4.0;7.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;
